Sigla ICAO Empresa Aérea;Empresa Aérea;Número Voo;Código DI;Código Tipo Linha;Modelo Equipamento;Número de Assentos;Sigla ICAO Aeroporto Origem;Descrição Aeroporto Origem;Partida Prevista;Partida Real;Sigla ICAO Aeroporto Destino;Descrição Aeroporto Destino;Chegada Prevista;Chegada Real;Situação Voo;Justificativa;Referência;Situação Partida;Situação Chegada
PAM;MAP TRANSPORTES AÉREOS LTDA.;9832;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;28/06/2022 11:20;28/06/2022 11:14;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;28/06/2022 12:30;28/06/2022 12:28;REALIZADO;;28/06/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;9834;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;28/06/2022 14:40;28/06/2022 14:56;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;28/06/2022 15:50;28/06/2022 16:04;REALIZADO;;28/06/2022 00:00:00;Pontual;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;9836;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;28/06/2022 18:00;28/06/2022 17:59;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;28/06/2022 19:10;28/06/2022 19:04;REALIZADO;;28/06/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;9830;0;N;AT72;68;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;29/06/2022 08:00;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;29/06/2022 09:10;;CANCELADO;;29/06/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;2;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;;30/06/2022 13:36;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;;30/06/2022 14:49;REALIZADO;;30/06/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;02/07/2022 12:30;02/07/2022 12:24;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;02/07/2022 13:40;02/07/2022 13:34;REALIZADO;;02/07/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;03/07/2022 16:50;03/07/2022 15:45;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;03/07/2022 18:00;03/07/2022 16:53;REALIZADO;;03/07/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;2;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;;05/07/2022 08:26;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;;05/07/2022 09:38;REALIZADO;;05/07/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5962;2;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;;07/07/2022 12:05;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;;07/07/2022 13:19;REALIZADO;;07/07/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;2;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;;07/07/2022 08:21;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;;07/07/2022 09:10;REALIZADO;;07/07/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;09/07/2022 12:30;09/07/2022 12:41;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;09/07/2022 13:40;09/07/2022 13:51;REALIZADO;;09/07/2022 00:00:00;Pontual;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;10/07/2022 16:50;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;10/07/2022 18:00;;CANCELADO;;10/07/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;2;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;;12/07/2022 08:28;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;;12/07/2022 09:38;REALIZADO;;12/07/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;2;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;;14/07/2022 08:21;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;;14/07/2022 09:32;REALIZADO;;14/07/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;16/07/2022 12:30;16/07/2022 12:29;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;16/07/2022 13:40;16/07/2022 13:40;REALIZADO;;16/07/2022 00:00:00;Antecipado;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;17/07/2022 15:50;17/07/2022 15:42;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;17/07/2022 17:00;17/07/2022 16:48;REALIZADO;;17/07/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;2;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;;19/07/2022 08:30;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;;19/07/2022 09:35;REALIZADO;;19/07/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;21/07/2022 08:30;21/07/2022 08:26;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;21/07/2022 09:40;21/07/2022 09:43;REALIZADO;;21/07/2022 00:00:00;Antecipado;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;23/07/2022 12:30;23/07/2022 12:46;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;23/07/2022 13:40;23/07/2022 13:57;REALIZADO;;23/07/2022 00:00:00;Pontual;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;26/07/2022 08:30;26/07/2022 08:29;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;26/07/2022 09:40;26/07/2022 09:40;REALIZADO;;26/07/2022 00:00:00;Antecipado;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;28/07/2022 08:30;28/07/2022 08:37;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;28/07/2022 09:40;28/07/2022 09:46;REALIZADO;;28/07/2022 00:00:00;Pontual;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;30/07/2022 12:30;30/07/2022 12:29;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;30/07/2022 13:40;30/07/2022 13:39;REALIZADO;;30/07/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;31/07/2022 15:50;31/07/2022 15:42;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;31/07/2022 17:00;31/07/2022 16:54;REALIZADO;;31/07/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;02/08/2022 12:15;02/08/2022 12:16;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;02/08/2022 13:25;02/08/2022 13:28;REALIZADO;;02/08/2022 00:00:00;Pontual;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;04/08/2022 12:15;04/08/2022 12:10;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;04/08/2022 13:25;04/08/2022 13:23;REALIZADO;;04/08/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;06/08/2022 12:30;06/08/2022 12:40;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;06/08/2022 13:40;06/08/2022 13:54;REALIZADO;;06/08/2022 00:00:00;Pontual;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;07/08/2022 15:50;07/08/2022 16:00;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;07/08/2022 17:00;07/08/2022 17:12;REALIZADO;;07/08/2022 00:00:00;Pontual;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;11/08/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;11/08/2022 13:25;;CANCELADO;;11/08/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;13/08/2022 12:30;13/08/2022 12:30;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;13/08/2022 13:40;13/08/2022 13:44;REALIZADO;;13/08/2022 00:00:00;Pontual;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;14/08/2022 15:50;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;14/08/2022 17:00;;CANCELADO;;14/08/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;16/08/2022 12:15;16/08/2022 12:29;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;16/08/2022 13:25;16/08/2022 13:43;REALIZADO;;16/08/2022 00:00:00;Pontual;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;18/08/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;18/08/2022 13:25;;CANCELADO;;18/08/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;20/08/2022 12:30;20/08/2022 13:55;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;20/08/2022 13:40;20/08/2022 15:15;REALIZADO;;20/08/2022 00:00:00;Atraso 60-120;Atraso 60-120
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;21/08/2022 15:50;21/08/2022 15:42;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;21/08/2022 17:00;21/08/2022 16:42;REALIZADO;;21/08/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;25/08/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;25/08/2022 13:25;;CANCELADO;;25/08/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;27/08/2022 12:30;27/08/2022 12:22;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;27/08/2022 13:40;27/08/2022 13:25;REALIZADO;;27/08/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;28/08/2022 15:50;28/08/2022 15:45;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;28/08/2022 17:00;28/08/2022 16:56;REALIZADO;;28/08/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;30/08/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;30/08/2022 13:25;;CANCELADO;;30/08/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;01/09/2022 12:15;01/09/2022 12:19;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;01/09/2022 13:25;01/09/2022 13:26;REALIZADO;;01/09/2022 00:00:00;Pontual;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;03/09/2022 12:30;03/09/2022 12:22;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;03/09/2022 13:40;03/09/2022 13:25;REALIZADO;;03/09/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;04/09/2022 15:50;04/09/2022 15:48;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;04/09/2022 17:00;04/09/2022 16:52;REALIZADO;;04/09/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;08/09/2022 12:15;08/09/2022 13:04;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;08/09/2022 13:25;08/09/2022 14:10;REALIZADO;;08/09/2022 00:00:00;Atraso 30-60;Atraso 30-60
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;10/09/2022 12:30;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;10/09/2022 13:40;;CANCELADO;;10/09/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;11/09/2022 15:50;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;11/09/2022 17:00;;CANCELADO;;11/09/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;13/09/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;13/09/2022 13:25;;CANCELADO;;13/09/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;15/09/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;15/09/2022 13:25;;CANCELADO;;15/09/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;17/09/2022 12:30;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;17/09/2022 13:40;;CANCELADO;;17/09/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;20/09/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;20/09/2022 13:25;;CANCELADO;;20/09/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;22/09/2022 12:15;22/09/2022 12:23;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;22/09/2022 13:25;22/09/2022 13:34;REALIZADO;;22/09/2022 00:00:00;Pontual;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;24/09/2022 12:30;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;24/09/2022 13:40;;CANCELADO;;24/09/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;25/09/2022 15:50;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;25/09/2022 17:00;;CANCELADO;;25/09/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;27/09/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;27/09/2022 13:25;;CANCELADO;;27/09/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;29/09/2022 12:15;29/09/2022 12:29;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;29/09/2022 13:25;29/09/2022 13:38;REALIZADO;;29/09/2022 00:00:00;Pontual;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;06/10/2022 12:15;06/10/2022 12:12;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;06/10/2022 13:25;06/10/2022 13:22;REALIZADO;;06/10/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;08/10/2022 12:30;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;08/10/2022 13:40;;CANCELADO;;08/10/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;09/10/2022 15:50;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;09/10/2022 17:00;;CANCELADO;;09/10/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;13/10/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;13/10/2022 13:25;;CANCELADO;;13/10/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;15/10/2022 12:30;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;15/10/2022 13:40;;CANCELADO;;15/10/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;20/10/2022 12:15;20/10/2022 12:16;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;20/10/2022 13:25;20/10/2022 13:27;REALIZADO;;20/10/2022 00:00:00;Pontual;Pontual
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;22/10/2022 12:30;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;22/10/2022 13:40;;CANCELADO;;22/10/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;23/10/2022 15:50;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;23/10/2022 17:00;;CANCELADO;;23/10/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;27/10/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;27/10/2022 13:25;;CANCELADO;;27/10/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;29/10/2022 12:30;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;29/10/2022 13:40;;CANCELADO;;29/10/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;03/11/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;03/11/2022 13:25;;CANCELADO;;03/11/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;06/11/2022 15:50;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;06/11/2022 17:00;;CANCELADO;;06/11/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;10/11/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;10/11/2022 13:25;;CANCELADO;;10/11/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;13/11/2022 15:50;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;13/11/2022 17:00;;CANCELADO;;13/11/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;17/11/2022 12:15;17/11/2022 12:09;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;17/11/2022 13:25;17/11/2022 13:16;REALIZADO;;17/11/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;20/11/2022 15:50;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;20/11/2022 17:00;;CANCELADO;;20/11/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;24/11/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;24/11/2022 13:25;;CANCELADO;;24/11/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;27/11/2022 15:50;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;27/11/2022 17:00;;CANCELADO;;27/11/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;01/12/2022 12:15;01/12/2022 11:56;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;01/12/2022 13:25;01/12/2022 13:07;REALIZADO;;01/12/2022 00:00:00;Antecipado;Antecipado
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;2;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;;06/12/2022 12:07;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;;06/12/2022 13:11;REALIZADO;;06/12/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;08/12/2022 12:15;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;08/12/2022 13:25;;CANCELADO;;08/12/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;11/12/2022 15:50;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;11/12/2022 17:00;;CANCELADO;;11/12/2022 00:00:00;;
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;20/12/2022 11:50;20/12/2022 12:35;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;20/12/2022 13:00;20/12/2022 13:50;REALIZADO;;20/12/2022 00:00:00;Atraso 30-60;Atraso 30-60
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;27/12/2022 11:50;27/12/2022 12:45;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;27/12/2022 13:00;27/12/2022 13:55;REALIZADO;;27/12/2022 00:00:00;Atraso 30-60;Atraso 30-60
PAM;MAP TRANSPORTES AÉREOS LTDA.;5964;0;N;AT45;47;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;29/12/2022 11:50;;SWPI;JÚLIO BÉLEM - PARINTINS - AM - BRASIL;29/12/2022 13:00;;CANCELADO;;29/12/2022 00:00:00;;
